region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
mena,2037,18328339304680.164,264071174.02219707,0.0,1504918191984.148,911683198274.2181,289903996755.70667,0.0,0.0,4222535643.9988465,1201587195029.9248,0.0,29442.055300080377,303330996954.22314,303330996954.22314
ssa,2037,9667602802792.482,726820687.0355145,0.0,865966212697.7748,362374885990.0704,57142251212.25979,0.0,0.0,4476795688.989119,419517137202.33014,0.0,6735.7225599628055,446449075495.44464,446449075495.44464
us,2038,37868809144496.11,162546792.64173678,0.0,1712028581991.354,1966328397824.4436,222361403548.63992,0.0,0.0,10543031839.395227,2188689801373.0835,0.0,74285.08485777202,-476661219381.7295,-476661219381.7295
oecd-ex-us,2038,47098987353553.805,354881424.60754645,0.0,1841977770948.4697,2542200224941.501,260614812015.49643,0.0,0.0,10321970951.407307,2802815036956.9976,0.0,53287.270426712654,-960837266008.5278,-960837266008.5278
china,2038,46923042979598.12,669250875.8379358,0.0,1343092510809.9075,2539276586394.1636,254375303655.50507,0.0,0.0,19262659179.643997,2793651890049.6685,0.0,33934.596227066046,-1450559379239.761,-1450559379239.761
india,2038,22150187782745.605,879923839.1296635,0.0,1696342162133.61,1079734675848.2561,320289907698.6154,0.0,0.0,8385070258.486807,1400024583546.8716,0.0,13933.95184345038,296317578586.7385,296317578586.7385
latam,2038,14376048331416.38,316129045.685585,0.0,805361254344.7062,710222462364.0863,108690988191.44295,0.0,0.0,4527506641.395485,818913450555.5293,0.0,22413.789792727977,-13552196210.82312,-13552196210.82312
seasia,2038,15172732072037.025,359450028.7567485,0.0,881079448447.0776,729398359642.818,109850783652.65907,0.0,0.0,5599497209.518536,839249143295.477,0.0,20534.368938161053,41830305151.600586,41830305151.600586
russia,2038,11359529978119.174,144322555.71251535,0.0,541811122105.80115,567688458027.3112,68024346220.6182,0.0,0.0,4811940713.95939,635712804247.9293,0.0,30058.486446507162,-93901682142.12817,-93901682142.12817
mena,2038,18598178531956.586,265780602.53846836,0.0,1486514791957.793,924137063929.9359,296687999190.7832,0.0,0.0,4149498439.3438196,1220825063120.7192,0.0,30300.225990167473,265689728837.07373,265689728837.07373
ssa,2038,10162660843551.953,750171001.7975576,0.0,873001992869.2487,375072897878.6338,60629985461.10026,0.0,0.0,57758931229.950325,435702883339.7341,0.0,7087.134797121599,437299109529.5146,437299109529.5146
