region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
latam,2028,13360481328012.543,312420293.13275295,0.0,994586846500.0759,691192616814.1675,102404098618.34987,0.0,17999558405.527695,5137235879.553696,793596715432.5173,0.0,15852.009111984375,200990131067.5586,182990572662.03088
seasia,2028,13484182644873.863,350001711.1219835,0.0,1080570694493.2389,688214654807.3602,100113630173.08577,0.0,4193897360.530041,6110735696.971686,788328284980.446,0.0,14316.766516730313,292242409512.79285,288048512152.2628
russia,2028,11716345448555.537,144890854.97563934,594167.5793854184,665385661020.1367,585189654743.8203,68830821282.95921,26553066875.76316,0.0,5019839701.959848,651842973877.8373,2177502148.9423227,22301.31967664412,13542687142.299438,37918251869.12028
mena,2028,14001363080566.885,237896718.3990168,419827.5743583469,1663173752555.5935,766949479138.351,212477487124.88794,1050848836.0532565,0.0,4548590428.512534,976438071073.5747,2988895189.6641717,22510.072830855686,686735681482.0188,684797635128.4078
ssa,2028,5257009120685.378,514610815.5241032,0.0,780420602088.5841,231272296977.71704,33002026932.14281,0.0,8073976810.251088,4542090980.63848,264274323909.85986,0.0,4153.888135378867,516146278178.72424,508072301368.47314
us,2029,42703692649888.766,171616300.50803915,3774077.234911434,1978327712058.0964,2145702603569.0967,241070350532.50452,391376071504.281,0.0,11918138257.47946,2338462351957.1753,48310602144.4257,64853.46001565609,-360134639899.07886,-17069170539.223549
oecd-ex-us,2029,55760333208104.61,387875912.35712636,5087325.642125245,2324436597851.8267,2856615082250.546,304900325589.74725,335180422101.77014,0.0,11960923558.941376,3119069504001.62,42445903838.67267,44323.34507815357,-794632906149.7935,-501898387886.696
china,2029,56360560762277.26,745812932.8055573,0.0,2457760581788.8296,2854945181420.5913,308472804716.82025,0.0,17549740524.91212,22263817261.47023,3163417986137.4116,0.0,26429.915961202536,-705657404348.582,-723207144873.4941
india,2029,17588107341048.57,806425255.9328974,0.0,1900561807800.8386,931435419920.2695,244549185161.96036,0.0,43578060328.17747,205844445685.3065,1175984605082.23,0.0,9532.379329332112,724577202718.6086,680999142390.4312
latam,2029,13534905037091.178,313070713.94185376,0.0,985125405090.6592,694749201667.3389,103580163955.00526,0.0,17436012583.358917,5063682193.679134,798329365622.3441,0.0,16433.209741931896,186796039468.31506,169360026884.95615
seasia,2029,13758869283402.703,351579290.6749452,0.0,1070613530140.1248,695005816026.6897,101665365100.9834,0.0,4860481191.641835,5604770708.013104,796671181127.6731,0.0,14864.373793171797,273942349012.45166,269081867820.8098
russia,2029,11752648333436.877,145545209.9303847,788946.8675991105,660134298587.5074,586170204761.939,69059767502.96576,26257985274.32219,0.0,5140573284.413504,651967300203.8198,3262672061.084688,23000.90659669084,8166998383.687622,31162311596.925125
